#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:twin" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:twin" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:twin" name="popSize">0.3</parameter>
#                <parameter id="growthRate.t:twin" name="growthRate">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:twin" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:twin">
#                    <taxonset id="TaxonSet.twin" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ePopSizePrior.t:twin" name="distribution" x="@ePopSize.t:twin">
#            <OneOnX id="OneOnX.100" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:twin" name="distribution" x="@growthRate.t:twin">
#            <LaplaceDistribution id="LaplaceDistribution.101" name="distr">
#                <parameter estimate="false" id="RealParameter.200" name="mu">0.0</parameter>
#                <parameter estimate="false" id="RealParameter.201" name="scale">1.0</parameter>
#            </LaplaceDistribution>
#        </prior>
#        <prior id="kappa1Prior.s:twin" name="distribution">
#            <parameter id="kappa1.s:twin" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:twin" name="distribution">
#            <parameter id="kappa2.s:twin" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@twin" id="treeLikelihood.twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:twin">
#            <siteModel id="SiteModel.s:twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:twin" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:twin" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:twin" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:twin" kappa1="@kappa1.s:twin" kappa2="@kappa2.s:twin" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:twin" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:twin" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:twin" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:twin" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	CoalescentExponential	ePopSize	growthRate
13	-7718.007750410188	-7741.167914476495	-7718.007750410188	-23.160164066306198	-7718.007750410188	20.82563104489339	1.508329045455281	8.48877623992454	0.23055748865794767	0.26523557509484236	0.24299135013273365	0.26121558611447643	-15.193895936085678	6.212675907804769	-0.08664723646068828
14	-7687.446723769839	-7715.824181780612	-7687.446723769839	-28.377458010772997	-7687.446723769839	11.084661729532005	0.9549821688823534	28.069019449868044	0.2357405604560885	0.26416300052425673	0.23888085290517846	0.26121558611447643	-17.24567561413661	12.13745999872391	0.2751980371559364
15	-7673.133730600678	-7700.35132177718	-7673.133730600678	-27.217591176501415	-7673.133730600678	6.47652582952295	0.7087522555303081	17.985740495612188	0.2357405604560885	0.26213521123149275	0.24441225306515557	0.2577119752472633	-14.716382233472169	88.65348590759142	0.7730271877978996
16	-7667.833514966223	-7688.660574678668	-7667.833514966223	-20.82705971244487	-7667.833514966223	5.566008085639536	1.6768808569415556	11.114055320476137	0.2357405604560885	0.26137301197727486	0.24546535011429546	0.2574210774523413	-11.968636544711721	8.415641079521395	0.11662315624964958
17	-7660.9032949257635	-7681.652066559577	-7660.9032949257635	-20.748771633813273	-7660.9032949257635	4.3574788685715555	2.0599934323499043	13.01856282501642	0.25284625230432695	0.24893679321524212	0.22613337118351956	0.27208358329691146	-10.968562695195414	10.08206680116308	0.39332321087741895
18	-7616.636226806324	-7635.649135483407	-7616.636226806324	-19.01290867708298	-7616.636226806324	2.771166156180257	1.2746657311714238	8.683493410956652	0.26437243659848386	0.2421489423222488	0.21623611868189124	0.2772425023973761	-8.846417114270642	14.406651612731501	1.502203724946622
19	-7581.254096436024	-7601.673744343937	-7581.254096436024	-20.419647907912385	-7581.254096436024	6.233174445789091	1.165899398727031	6.4003430209499825	0.26707509004591906	0.2263602533465102	0.21623611868189124	0.29032853792567953	-13.594301566715611	3.520736804907705	-0.11554832286975181
20	-7556.85212446643	-7573.760996345562	-7556.85212446643	-16.908871879131752	-7556.85212446643	2.668549572344144	1.0677458851438906	5.252844698559158	0.25047359755952564	0.22995429264943684	0.23151988337358764	0.28805222641744993	-10.526194496641791	2.7948222741120614	-0.23498201283934272
21	-7550.54064403598	-7563.549822367339	-7550.54064403598	-13.009178331359	-7550.54064403598	1.4358384039901655	1.9445551600251911	1.9063710774090377	0.2526161041138478	0.24377128605611836	0.2405430925207963	0.2630695173092378	-6.046859298533868	3.5521003024126823	1.3310467922371942
22	-7496.095712556596	-7512.217958805502	-7496.095712556596	-16.12224624890663	-7496.095712556596	1.9598717415755784	3.5098084312364137	1.840896237555869	0.23502148012657506	0.24373683053508194	0.2507512237494865	0.2704904655888567	-7.65023301347165	9.27848151895497	1.3316812676184169
23	-7466.364424953074	-7478.887362266536	-7466.364424953074	-12.522937313461837	-7466.364424953074	1.6759882230475753	1.639295423312606	1.3553329030361265	0.2419819094720144	0.24373683053508194	0.23962446499910478	0.2746567949937991	-7.686297480009333	2.0651730110836928	-0.0989634734564484
24	-7438.398091740935	-7449.6558991803895	-7438.398091740935	-11.257807439453815	-7438.398091740935	1.701477306657643	1.0840739310606027	2.000600373134652	0.24125676344113814	0.23542957280508928	0.24349396045720723	0.2798197032965656	-6.011756816051497	1.467930424435984	0.8102198210907416
25	-7414.936205420718	-7427.080588583662	-7414.936205420718	-12.144383162944052	-7414.936205420718	1.3770448803035393	1.1206544166238683	1.572156612194622	0.24665100347962335	0.2329947937266644	0.23105244650763743	0.289301756286075	-5.797532562320956	3.682763267862556	1.152326491342232
26	-7393.482077104827	-7404.520571825263	-7393.482077104827	-11.03849472043602	-7393.482077104827	1.3265310025933148	1.4857993797153157	1.6884419102031711	0.2638659296605273	0.23807840223741675	0.25476546644544756	0.2432902016566086	-5.783931216333919	1.507791293425595	0.7575245064399385
27	-7391.93089747237	-7402.99816557246	-7391.93089747237	-11.06726810009005	-7391.93089747237	1.4073840256814298	1.159139908085263	1.1169423581811326	0.26395394244187614	0.23524998120805785	0.25117750444024173	0.24961857190982453	-5.901082276728718	2.1043810581211795	0.7009819027400499
28	-7386.88464500776	-7397.226482254396	-7386.88464500776	-10.341837246635746	-7386.88464500776	1.5101635146160193	0.6565992373883005	0.9693192507748761	0.26395394244187614	0.24386198928176495	0.24256549636653463	0.24961857190982453	-6.094715544188271	1.4455833175153292	0.3670187560373843
29	-7385.554752864931	-7397.089913513037	-7385.554752864931	-11.535160648105162	-7385.554752864931	1.4166246437705912	0.8877376680975643	1.4207128653159118	0.27302689616831893	0.2424494828033911	0.2353622224387262	0.249161398589564	-5.619882048681857	3.1049090232728394	1.0374365883213776
30	-7380.814399576291	-7393.554659230479	-7380.814399576291	-12.740259654187588	-7380.814399576291	1.042322118101751	0.8877376680975643	0.9485170924017533	0.25990750149286623	0.24529174522574365	0.2472798098948925	0.24752094338649783	-6.132992338714922	1.8429711926709054	2.435041803652456
31	-7380.349165221207	-7390.681412301656	-7380.349165221207	-10.332247080448386	-7380.349165221207	1.0333597901367921	1.081746935523395	0.8816633850448429	0.26642079091197535	0.23552329585436294	0.24472807635679766	0.2533278368768642	-7.080035037639966	0.6667503097621933	-0.05024102351207893
32	-7376.383102537494	-7390.464075553132	-7376.383102537494	-14.080973015638344	-7376.383102537494	1.1317576176626303	1.081746935523395	1.108640874352643	0.2680365620590957	0.22238992909029962	0.249154856373575	0.26041865247702983	-6.140773577488656	8.378557172620996	2.1264164323925883
33	-7375.906622856893	-7387.4906235325725	-7375.906622856893	-11.58400067568006	-7375.906622856893	1.1989514461893533	1.0456790377920349	1.1402545207608201	0.2701275870495616	0.22238992909029962	0.249154856373575	0.25832762748656396	-5.107262204468041	2.0568637036947077	2.0687632466586923
34	-7375.71060595118	-7387.076474514449	-7375.71060595118	-11.365868563268782	-7375.71060595118	1.2532828885197305	1.0456790377920349	1.2383913124796724	0.2708767585426894	0.2386711572028692	0.2406065859941648	0.24984549826027683	-5.325981398794745	1.7818008684545257	1.7366309751558084
35	-7375.497746179515	-7386.972292140361	-7375.497746179515	-11.474545960845665	-7375.497746179515	1.1795929075128584	1.0456790377920349	1.2383913124796724	0.2708767585426894	0.2386711572028692	0.2406065859941648	0.24984549826027683	-4.409852195300845	3.3277645727772827	2.1367613738301072
36	-7375.286385500664	-7387.873194960758	-7375.286385500664	-12.586809460093717	-7375.286385500664	1.2458612397753375	1.0456790377920349	1.036628832908253	0.2644611138748449	0.24508680187071366	0.2406065859941648	0.24984549826027683	-7.7866769926118735	3.0993931680206925	0.021531679478386412
37	-7374.008056739881	-7384.473074072932	-7374.008056739881	-10.465017333051053	-7374.008056739881	1.0907958063901688	1.150825624398847	1.1652763488931273	0.26217889637178954	0.23711034072079418	0.24189333755033687	0.2588174253570796	-4.956665122638576	1.8929252825924188	1.1334779786531115
38	-7373.497573459115	-7384.343833960658	-7373.497573459115	-10.846260501542599	-7373.497573459115	1.127688442137202	1.150825624398847	1.1652763488931273	0.2657928600889637	0.23739333166032242	0.24189333755033687	0.2549204707003772	-4.5877581024648775	2.2242933422160562	1.722312302229122
39	-7373.462591281668	-7384.122904510527	-7373.462591281668	-10.660313228859057	-7373.462591281668	1.1309981957162107	1.150825624398847	1.1652763488931273	0.2633412323164745	0.23460345932091034	0.2428255529249442	0.2592297554376711	-4.602499816329518	1.9707052944408516	1.6426710856902813
40	-7373.417141306314	-7384.154230655065	-7373.417141306314	-10.737089348750658	-7373.417141306314	1.13740908139511	1.150825624398847	1.1652763488931273	0.26297391447750496	0.23361723706558868	0.24538561847365475	0.2580232299832518	-4.785938894824704	2.3438518540204827	1.3626039557385625
41	-7373.3823961750095	-7384.211593170247	-7373.3823961750095	-10.829196995237858	-7373.3823961750095	1.1357925905554365	1.0803306950174512	1.1652763488931273	0.2643868204090442	0.2337762731620802	0.24428936977720156	0.25754753665167424	-6.135172598651415	1.0188862229945275	0.9657245240404579
42	-7373.2709823480445	-7383.713921832708	-7373.2709823480445	-10.442939484663553	-7373.2709823480445	1.2057594452529834	1.0803306950174512	1.1652763488931273	0.2654382423282474	0.2337762731620802	0.24323794785799835	0.25754753665167424	-5.140209682246723	1.7297177055589024	1.04518180310994
43	-7373.23128197166	-7383.88580096821	-7373.23128197166	-10.65451899655018	-7373.23128197166	1.1842754158830424	1.0803306950174512	1.083473845579773	0.26495485242387073	0.2337762731620802	0.24351888764611382	0.2577499867679354	-5.453040974362637	2.0681666740413758	0.796858561143488
44	-7373.230726859996	-7384.620337916166	-7373.230726859996	-11.389611056170212	-7373.230726859996	1.1966853299830202	1.0803306950174512	1.0878267037210914	0.2640152671518444	0.23471585843410647	0.24351888764611382	0.2577499867679354	-6.758934129211892	2.288006575728996	0.12338479474279285
45	-7373.220868571195	-7383.763142629828	-7373.220868571195	-10.542274058632382	-7373.220868571195	1.1472484967577716	1.0803306950174512	1.0878267037210914	0.25717683038099115	0.23916414378859935	0.24590903906247424	0.2577499867679354	-4.692006745782051	2.043680668855427	1.4559036965634562
46	-7373.167633552275	-7385.351996672956	-7373.167633552275	-12.184363120681246	-7373.167633552275	1.1430404931946097	1.0897025587320375	1.117476678039623	0.26022106043219984	0.23916414378859935	0.24286480901126556	0.2577499867679354	-4.404550752686032	4.975603467194312	2.4807328894597
47	-7373.129960989155	-7384.261259895159	-7373.129960989155	-11.131298906004059	-7373.129960989155	1.2275877671964597	1.0897025587320375	1.117476678039623	0.26022106043219984	0.23811538631291326	0.24025697018133385	0.26140658307355324	-6.629280201574463	0.9441363832549057	0.8649705385719426
48	-7373.084816513365	-7384.070516570293	-7373.084816513365	-10.985700056928232	-7373.084816513365	1.2076259432116896	1.0897025587320375	1.0907908090826646	0.26022106043219984	0.23811538631291326	0.24025697018133385	0.26140658307355324	-6.3851821369242385	2.0298329241050896	0.20826414289446693
49	-7373.076351793304	-7387.319439756053	-7373.076351793304	-14.243087962748756	-7373.076351793304	1.1868469888343178	1.0897025587320375	1.0907908090826646	0.26029288202927103	0.23811538631291326	0.24155968019082996	0.26003205146698594	-4.76600208773659	8.22836041084538	3.6851988103703306
50	-7372.929158555051	-7391.574351243222	-7372.929158555051	-18.645192688170948	-7372.929158555051	1.17328180484749	1.0897025587320375	1.0907908090826646	0.2627050394701702	0.23927426001683422	0.24151068031042452	0.2565100202025713	-9.57740167011487	22.84516768294765	2.254751112199979
51	-7372.903948092639	-7386.564965164444	-7372.903948092639	-13.661017071805386	-7372.903948092639	1.1842920033081246	1.0897025587320375	1.0907908090826646	0.261647611155981	0.23714523913822352	0.24363970118903522	0.2575674485167605	-4.920280494439879	8.51576392167925	2.914517261617073
52	-7372.873111231994	-7383.734022845856	-7372.873111231994	-10.86091161386221	-7372.873111231994	1.1896694618072863	1.053270676329383	1.0907908090826646	0.261647611155981	0.23795017239633648	0.24283476793092226	0.2575674485167605	-4.688018912199726	2.5450284247263997	1.5681917390712727
53	-7372.856318487356	-7385.884372541381	-7372.856318487356	-13.028054054025063	-7372.856318487356	1.1944194106939794	1.053270676329383	1.0907908090826646	0.261647611155981	0.23795017239633648	0.24283476793092226	0.2575674485167605	-5.8409690323085846	5.922044803407667	1.7378440826785915
54	-7372.841713737004	-7383.243084489968	-7372.841713737004	-10.40137075296424	-7372.841713737004	1.2030111949978197	1.0983697710175617	1.0907908090826646	0.26231133349372954	0.23795017239633648	0.24217104559317376	0.2575674485167605	-6.320607994285326	0.9748764922343229	0.4185992954191924
55	-7372.8278583139745	-7383.125974253375	-7372.8278583139745	-10.29811593940043	-7372.8278583139745	1.170790183190919	1.0983697710175617	1.0907908090826646	0.2626877233163992	0.23757378257366676	0.24217104559317376	0.2575674485167605	-6.306400995117584	1.3367377187038685	-0.013874883008273331
56	-7372.818985468147	-7387.240482772745	-7372.818985468147	-14.421497304598015	-7372.818985468147	1.1793810270469245	1.0983697710175617	1.0907908090826646	0.2626877233163992	0.23757378257366676	0.24217104559317376	0.2575674485167605	-5.856052912932634	3.9847822769310293	3.4953537626673334
57	-7372.816801829457	-7383.998666438374	-7372.816801829457	-11.181864608917024	-7372.816801829457	1.1958999568966369	1.0983697710175617	1.0907908090826646	0.26114575617908686	0.23757378257366676	0.24217104559317376	0.25910941565407286	-6.7769573408325625	1.9433098399452597	-0.052906691785855386
58	-7372.811726562473	-7383.267541986291	-7372.811726562473	-10.455815423817855	-7372.811726562473	1.1927145753700776	1.0983697710175617	1.0907908090826646	0.26114575617908686	0.23757378257366676	0.24217104559317376	0.25910941565407286	-6.50990202342376	1.156023676947182	-0.11331919466605322
59	-7372.796077024742	-7383.9468936744	-7372.796077024742	-11.150816649657694	-7372.796077024742	1.1917377026221299	1.0983697710175617	1.0907908090826646	0.2613892581622076	0.23757378257366676	0.24217104559317376	0.25886591367095213	-6.289234478261467	2.294180102557661	0.3435986916021836
60	-7372.795243679273	-7383.550262886009	-7372.795243679273	-10.755019206735398	-7372.795243679273	1.1902050670788098	1.0983697710175617	1.0907908090826646	0.2613892581622076	0.23800320273250586	0.24174162543433467	0.25886591367095213	-4.719593663446931	2.1940691358023665	1.5620597167278814
61	-7372.787421165916	-7385.038520564984	-7372.787421165916	-12.251099399066797	-7372.787421165916	1.1797350666594508	1.0970711261796997	1.0907908090826646	0.2613892581622076	0.23800320273250586	0.24174162543433467	0.25886591367095213	-4.902320115716173	4.958649903237851	2.0605343091248076
62	-7372.786823687185	-7384.21952169148	-7372.786823687185	-11.432698004295082	-7372.786823687185	1.1768802267141958	1.0970711261796997	1.0907908090826646	0.2613892581622076	0.23800320273250586	0.24174162543433467	0.25886591367095213	-5.559359647207641	3.1019399679683	1.0541991777371305
63	-7372.786756593718	-7384.248088942016	-7372.786756593718	-11.461332348297814	-7372.786756593718	1.1768802267141958	1.0970711261796997	1.0907908090826646	0.2613892581622076	0.23800320273250586	0.24174162543433467	0.25886591367095213	-6.97228171682366	1.6876849295833851	-0.2785814383435168
64	-7372.78559917468	-7383.301185136648	-7372.78559917468	-10.515585961968178	-7372.78559917468	1.1808230329969547	1.0970711261796997	1.0907908090826646	0.2613892581622076	0.23800320273250586	0.24174162543433467	0.25886591367095213	-6.7632269807794385	0.8381760637250935	0.24177461437693482
